image_path,gender
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/448.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/449.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/450.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/451.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/452.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/452.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/453.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/454.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/454.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/455.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/455.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/457.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/458.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/460.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/461.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/462.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/462.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/463.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/463.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/464.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/465.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/466.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/466.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/467.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/468.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/469.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/470.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/470.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/471.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/471.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/472.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/473.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/474.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/474.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/475.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/476.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/476.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/477.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/478.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/478.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/479.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/479.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/480.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/480.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/481.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/481.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/482.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/482.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/483.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/484.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/485.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/485.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/486.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/487.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/488.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/488.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/489.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/489.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/490.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/490.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/491.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/492.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/492.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/493.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/493.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/494.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/495.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/495.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/496.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/496.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/497.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/497.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/498.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/499.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/501.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/501.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/502.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/502.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/503.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/504.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/504.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/505.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/505.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/506.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/509.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/510.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/511.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/512.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/514.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/514.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/515.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/516.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/517.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/518.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/519.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/520.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/521.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/521.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/522.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/523.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/524.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/525.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/526.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/526.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/527.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/527.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/528.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/529.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/529.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/530.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/530.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/532.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/533.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/534.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/534.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/535.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/535.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/536.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/537.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/537.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/538.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/539.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/539.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/540.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/540.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/541.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/542.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/543.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/544.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/545.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/546.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/546.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/547.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/547.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/549.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/550.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/551.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/551.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/554.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/555.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/556.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/557.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/557.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/558.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/558.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/559.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/559.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/560.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/560.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/561.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/562.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/563.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/564.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/564.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/565.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/566.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/567.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/568.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/568.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/569.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/569.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/570.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/571.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/571.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/572.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/572.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/573.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/573.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/574.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/574.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/575.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/576.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/577.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/577.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/578.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/579.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/580.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/581.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/581.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/582.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/582.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/583.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/583.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/584.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/585.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/585.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/587.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/588.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/588.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/589.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/590.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/591.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/591.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/592.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/593.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/594.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/594.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/595.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/595.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/596.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/597.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/597.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/598.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/598.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/599.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/599.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/600.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/600.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/601.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/602.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/603.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/604.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/604.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/605.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/605.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/606.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/607.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/607.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/608.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/609.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/609.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/610.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/610.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/611.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/612.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/612.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/613.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/614.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/615.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/615.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/616.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/616.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/617.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/617.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/618.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/619.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/619.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/620.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/620.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/621.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/621.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/622.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/622.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/623.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/623.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/624.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/625.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/626.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/626.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/627.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/627.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/628.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/629.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/630.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/631.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/632.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/632.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/633.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/633.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/634.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/635.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/635.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/636.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/636.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/637.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/637.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/638.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/639.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/639.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/640.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/640.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/641.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/642.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/642.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/643.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/643.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/644.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/645.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/645.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/646.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/646.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/647.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/647.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/648.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/649.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/649.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/650.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/650.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/651.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/651.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/652.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/654.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/654.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/655.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/655.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/656.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/656.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/657.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/657.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/659.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/660.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/661.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/662.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/663.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/663.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/664.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/664.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/665.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/665.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/666.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/668.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/669.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/670.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/670.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/671.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/672.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/672.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/673.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/673.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/674.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/675.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/675.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/676.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/676.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/677.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/678.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/679.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/681.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/681.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/682.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/683.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/684.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/685.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/685.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/686.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/687.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/687.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/688.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/688.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/689.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/690.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/691.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/692.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/693.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/694.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/695.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/696.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/697.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/698.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/698.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/699.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/700.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/700.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/701.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/701.jpg,female
